# pulled from biomart on 2025-10-17
"Gene.stable.ID"	"Gene.stable.ID.version"	"Transcript.stable.ID"	"Transcript.stable.ID.version"	"RefSeq.match.transcript..MANE.Select."
"ENSG00000078487"	"ENSG00000078487.19"	"ENST00000684423"	"ENST00000684423.1"	"NM_001386010.1"
"ENSG00000084676"	"ENSG00000084676.17"	"ENST00000348332"	"ENST00000348332.8"	"NM_003743.5"
"ENSG00000132604"	"ENSG00000132604.12"	"ENST00000254942"	"ENST00000254942.8"	"NM_005652.5"
"ENSG00000137731"	"ENSG00000137731.15"	"ENST00000292079"	"ENST00000292079.7"	"NM_001680.5"
"ENSG00000157445"	"ENSG00000157445.17"	"ENST00000474759"	"ENST00000474759.6"	"NM_018398.3"
"ENSG00000156171"	"ENSG00000156171.16"	"ENST00000484310"	"ENST00000484310.6"	"NM_001349884.2"
"ENSG00000188037"	"ENSG00000188037.15"	"ENST00000343257"	"ENST00000343257.7"	"NM_000083.3"
"ENSG00000108587"	"ENSG00000108587.17"	"ENST00000451249"	"ENST00000451249.7"	"NM_001007025.2"
"ENSG00000256223"	"ENSG00000256223.7"	"ENST00000248211"	"ENST00000248211.11"	"NM_015394.5"
"ENSG00000284691"	"ENSG00000284691.2"	"ENST00000642087"	"ENST00000642087.2"	"NM_001395976.1"
"ENSG00000105866"	"ENSG00000105866.16"	"ENST00000222584"	"ENST00000222584.8"	"NM_003112.5"
"ENSG00000163093"	"ENSG00000163093.13"	"ENST00000295240"	"ENST00000295240.8"	"NM_152384.3"
"ENSG00000169991"	"ENSG00000169991.12"	"ENST00000455833"	"ENST00000455833.7"	"NM_001136265.2"
"ENSG00000089163"	"ENSG00000089163.6"	"ENST00000202967"	"ENST00000202967.4"	"NM_012240.3"
"ENSG00000176871"	"ENSG00000176871.10"	"ENST00000315436"	"ENST00000315436.8"	"NM_018639.5"
"ENSG00000254772"	"ENSG00000254772.11"	"ENST00000329251"	"ENST00000329251.5"	"NM_001404.5"
"ENSG00000105793"	"ENSG00000105793.17"	"ENST00000222511"	"ENST00000222511.11"	"NM_033107.4"
"ENSG00000009780"	"ENSG00000009780.17"	"ENST00000373954"	"ENST00000373954.11"	"NM_152660.3"
"ENSG00000180423"	"ENSG00000180423.5"	"ENST00000326737"	"ENST00000326737.3"	"NM_173811.4"
"ENSG00000196208"	"ENSG00000196208.15"	"ENST00000381486"	"ENST00000381486.7"	"NM_014668.4"
"ENSG00000138468"	"ENSG00000138468.17"	"ENST00000394095"	"ENST00000394095.7"	"NM_020654.5"
"ENSG00000129351"	"ENSG00000129351.19"	"ENST00000588657"	"ENST00000588657.6"	"NM_017620.3"
"ENSG00000051825"	"ENSG00000051825.16"	"ENST00000606320"	"ENST00000606320.6"	"NM_022782.4"
"ENSG00000114450"	"ENSG00000114450.12"	"ENST00000232564"	"ENST00000232564.8"	"NM_021629.4"
"ENSG00000105755"	"ENSG00000105755.9"	"ENST00000292147"	"ENST00000292147.7"	"NM_014297.5"
"ENSG00000137478"	"ENSG00000137478.16"	"ENST00000409418"	"ENST00000409418.9"	"NM_014824.3"
"ENSG00000130309"	"ENSG00000130309.13"	"ENST00000252599"	"ENST00000252599.9"	"NM_024656.4"
"ENSG00000005187"	"ENSG00000005187.13"	"ENST00000289416"	"ENST00000289416.10"	"NM_005622.4"
"ENSG00000114767"	"ENSG00000114767.8"	"ENST00000232888"	"ENST00000232888.7"	"NM_004704.5"
"ENSG00000008869"	"ENSG00000008869.13"	"ENST00000233099"	"ENST00000233099.6"	"NM_019024.3"
"ENSG00000196639"	"ENSG00000196639.8"	"ENST00000431010"	"ENST00000431010.3"	"NM_001098212.2"
"ENSG00000129657"	"ENSG00000129657.17"	"ENST00000436233"	"ENST00000436233.9"	"NM_001143998.2"
"ENSG00000182983"	"ENSG00000182983.16"	"ENST00000440367"	"ENST00000440367.7"	"NM_207404.4"
"ENSG00000164692"	"ENSG00000164692.20"	"ENST00000297268"	"ENST00000297268.11"	"NM_000089.4"
"ENSG00000154144"	"ENSG00000154144.14"	"ENST00000441174"	"ENST00000441174.8"	"NM_032811.3"
"ENSG00000087095"	"ENSG00000087095.14"	"ENST00000407008"	"ENST00000407008.8"	"NM_016231.5"
"ENSG00000058272"	"ENSG00000058272.20"	"ENST00000450142"	"ENST00000450142.7"	"NM_002480.3"
"ENSG00000175264"	"ENSG00000175264.9"	"ENST00000308064"	"ENST00000308064.7"	"NM_003654.6"
"ENSG00000105700"	"ENSG00000105700.12"	"ENST00000222307"	"ENST00000222307.9"	"NM_024069.4"
"ENSG00000177427"	"ENSG00000177427.14"	"ENST00000323019"	"ENST00000323019.9"	"NM_139162.4"
"ENSG00000179715"	"ENSG00000179715.14"	"ENST00000546455"	"ENST00000546455.6"	"NM_138371.3"
"ENSG00000108557"	"ENSG00000108557.21"	"ENST00000353383"	"ENST00000353383.6"	"NM_030665.4"
"ENSG00000256683"	"ENSG00000256683.8"	"ENST00000243644"	"ENST00000243644.9"	"NM_021632.4"
"ENSG00000102890"	"ENSG00000102890.17"	"ENST00000393997"	"ENST00000393997.8"	"NM_024712.5"
"ENSG00000164896"	"ENSG00000164896.22"	"ENST00000297532"	"ENST00000297532.11"	"NM_006712.5"
"ENSG00000116791"	"ENSG00000116791.15"	"ENST00000340866"	"ENST00000340866.10"	"NM_001889.4"
"ENSG00000181666"	"ENSG00000181666.20"	"ENST00000392153"	"ENST00000392153.8"	"NM_001353803.2"
"ENSG00000139629"	"ENSG00000139629.17"	"ENST00000356317"	"ENST00000356317.8"	"NM_007210.4"
"ENSG00000213658"	"ENSG00000213658.14"	"ENST00000395456"	"ENST00000395456.7"	"NM_001014987.2"
"ENSG00000115762"	"ENSG00000115762.18"	"ENST00000693505"	"ENST00000693505.1"	"NM_001100623.2"
"ENSG00000105520"	"ENSG00000105520.12"	"ENST00000688289"	"ENST00000688289.1"	"NM_001393892.1"
"ENSG00000160801"	"ENSG00000160801.15"	"ENST00000449590"	"ENST00000449590.6"	"NM_000316.3"
"ENSG00000116237"	"ENSG00000116237.17"	"ENST00000343813"	"ENST00000343813.10"	"NM_012405.4"
"ENSG00000171860"	"ENSG00000171860.6"	"ENST00000307637"	"ENST00000307637.5"	"NM_004054.4"
"ENSG00000066654"	"ENSG00000066654.15"	"ENST00000396083"	"ENST00000396083.7"	"NM_017736.5"
"ENSG00000134910"	"ENSG00000134910.15"	"ENST00000392708"	"ENST00000392708.9"	"NM_152713.5"
"ENSG00000116353"	"ENSG00000116353.17"	"ENST00000263702"	"ENST00000263702.11"	"NM_016011.5"
"ENSG00000102996"	"ENSG00000102996.6"	"ENST00000219271"	"ENST00000219271.4"	"NM_002428.4"
"ENSG00000010318"	"ENSG00000010318.23"	"ENST00000327906"	"ENST00000327906.8"	"NM_016483.7"
"ENSG00000119535"	"ENSG00000119535.21"	"ENST00000373106"	"ENST00000373106.6"	"NM_000760.4"
"ENSG00000103423"	"ENSG00000103423.15"	"ENST00000262375"	"ENST00000262375.11"	"NM_005147.6"
"ENSG00000013306"	"ENSG00000013306.17"	"ENST00000377095"	"ENST00000377095.10"	"NM_001143780.3"
"ENSG00000116044"	"ENSG00000116044.18"	"ENST00000397062"	"ENST00000397062.8"	"NM_006164.5"
"ENSG00000013374"	"ENSG00000013374.18"	"ENST00000568733"	"ENST00000568733.6"	"NM_001243351.2"
"ENSG00000206561"	"ENSG00000206561.15"	"ENST00000383788"	"ENST00000383788.10"	"NM_005677.4"
"ENSG00000170325"	"ENSG00000170325.17"	"ENST00000360871"	"ENST00000360871.8"	"NM_199437.2"
"ENSG00000165171"	"ENSG00000165171.12"	"ENST00000297873"	"ENST00000297873.9"	"NM_152559.3"
"ENSG00000172992"	"ENSG00000172992.14"	"ENST00000651974"	"ENST00000651974.1"	"NM_001288655.2"
"ENSG00000153767"	"ENSG00000153767.11"	"ENST00000283875"	"ENST00000283875.6"	"NM_005513.3"
"ENSG00000171631"	"ENSG00000171631.17"	"ENST00000540124"	"ENST00000540124.6"	"NM_001277204.2"
"ENSG00000070476"	"ENSG00000070476.16"	"ENST00000389709"	"ENST00000389709.8"	"NM_025112.5"
"ENSG00000058804"	"ENSG00000058804.13"	"ENST00000371429"	"ENST00000371429.4"	"NM_018087.5"
"ENSG00000177600"	"ENSG00000177600.11"	"ENST00000321153"	"ENST00000321153.9"	"NM_001004.4"
"ENSG00000178921"	"ENSG00000178921.15"	"ENST00000314666"	"ENST00000314666.11"	"NM_012393.3"
"ENSG00000071189"	"ENSG00000071189.22"	"ENST00000428135"	"ENST00000428135.7"	"NM_015132.5"
"ENSG00000111641"	"ENSG00000111641.14"	"ENST00000322166"	"ENST00000322166.10"	"NM_001258308.2"
"ENSG00000122417"	"ENSG00000122417.17"	"ENST00000460698"	"ENST00000460698.7"	"NM_001366781.1"
"ENSG00000135365"	"ENSG00000135365.18"	"ENST00000676320"	"ENST00000676320.1"	"NM_001352027.3"
"ENSG00000139211"	"ENSG00000139211.8"	"ENST00000550413"	"ENST00000550413.2"	"NM_001370299.1"
"ENSG00000184110"	"ENSG00000184110.16"	"ENST00000331666"	"ENST00000331666.11"	"NM_003752.5"
"ENSG00000127955"	"ENSG00000127955.18"	"ENST00000649796"	"ENST00000649796.2"	"NM_002069.6"
"ENSG00000171847"	"ENSG00000171847.12"	"ENST00000538603"	"ENST00000538603.6"	"NM_018088.3"
"ENSG00000181722"	"ENSG00000181722.19"	"ENST00000675478"	"ENST00000675478.1"	"NM_001348800.3"
"ENSG00000151239"	"ENSG00000151239.15"	"ENST00000395510"	"ENST00000395510.7"	"NM_002822.5"
"ENSG00000214376"	"ENSG00000214376.7"	"ENST00000409977"	"ENST00000409977.2"	"NM_001144871.2"
"ENSG00000137634"	"ENSG00000137634.11"	"ENST00000375478"	"ENST00000375478.4"	"NM_001077639.2"
"ENSG00000136052"	"ENSG00000136052.11"	"ENST00000258538"	"ENST00000258538.8"	"NM_001352171.3"
"ENSG00000170290"	"ENSG00000170290.5"	"ENST00000305991"	"ENST00000305991.3"	"NM_003063.3"
"ENSG00000062282"	"ENSG00000062282.16"	"ENST00000228027"	"ENST00000228027.12"	"NM_032564.5"
"ENSG00000197165"	"ENSG00000197165.12"	"ENST00000335715"	"ENST00000335715.9"	"NM_001054.4"
"ENSG00000179195"	"ENSG00000179195.17"	"ENST00000337815"	"ENST00000337815.9"	"NM_152437.3"
"ENSG00000161944"	"ENSG00000161944.18"	"ENST00000691900"	"ENST00000691900.1"	"NM_001201352.2"
"ENSG00000085741"	"ENSG00000085741.15"	"ENST00000322563"	"ENST00000322563.8"	"NM_004626.3"
"ENSG00000106066"	"ENSG00000106066.16"	"ENST00000265394"	"ENST00000265394.10"	"NM_031311.5"
"ENSG00000115415"	"ENSG00000115415.22"	"ENST00000361099"	"ENST00000361099.8"	"NM_007315.4"
"ENSG00000064201"	"ENSG00000064201.17"	"ENST00000182290"	"ENST00000182290.9"	"NM_139022.3"
"ENSG00000127324"	"ENSG00000127324.10"	"ENST00000247829"	"ENST00000247829.8"	"NM_004616.3"
"ENSG00000197362"	"ENSG00000197362.16"	"ENST00000491431"	"ENST00000491431.2"	"NM_152411.4"
"ENSG00000146707"	"ENSG00000146707.16"	"ENST00000310842"	"ENST00000310842.9"	"NM_012230.5"
"ENSG00000135374"	"ENSG00000135374.12"	"ENST00000257832"	"ENST00000257832.7"	"NM_001422.4"
"ENSG00000110665"	"ENSG00000110665.13"	"ENST00000381153"	"ENST00000381153.8"	"NM_001329958.2"
"ENSG00000119242"	"ENSG00000119242.10"	"ENST00000238156"	"ENST00000238156.8"	"NM_025140.3"
"ENSG00000135723"	"ENSG00000135723.15"	"ENST00000258201"	"ENST00000258201.9"	"NM_013241.3"
"ENSG00000174744"	"ENSG00000174744.15"	"ENST00000359957"	"ENST00000359957.8"	"NM_015399.4"
"ENSG00000153187"	"ENSG00000153187.22"	"ENST00000640218"	"ENST00000640218.2"	"NM_031844.3"
"ENSG00000115084"	"ENSG00000115084.16"	"ENST00000245680"	"ENST00000245680.7"	"NM_025181.5"
"ENSG00000136271"	"ENSG00000136271.12"	"ENST00000258772"	"ENST00000258772.10"	"NM_019082.4"
"ENSG00000122420"	"ENSG00000122420.11"	"ENST00000370757"	"ENST00000370757.8"	"NM_000959.4"
"ENSG00000125447"	"ENSG00000125447.19"	"ENST00000537686"	"ENST00000537686.6"	"NM_138619.4"
"ENSG00000213619"	"ENSG00000213619.12"	"ENST00000263774"	"ENST00000263774.9"	"NM_004551.3"
"ENSG00000158545"	"ENSG00000158545.17"	"ENST00000301011"	"ENST00000301011.10"	"NM_144604.4"
"ENSG00000143420"	"ENSG00000143420.20"	"ENST00000369014"	"ENST00000369014.10"	"NM_004436.4"
"ENSG00000138100"	"ENSG00000138100.15"	"ENST00000380075"	"ENST00000380075.7"	"NM_187841.3"
"ENSG00000173905"	"ENSG00000173905.10"	"ENST00000470487"	"ENST00000470487.6"	"NM_014498.5"
"ENSG00000183426"	"ENSG00000183426.18"	"ENST00000328085"	"ENST00000328085.10"	"NM_006985.4"
"ENSG00000158467"	"ENSG00000158467.18"	"ENST00000325006"	"ENST00000325006.8"	"NM_015328.4"
"ENSG00000133318"	"ENSG00000133318.15"	"ENST00000377819"	"ENST00000377819.10"	"NM_001265589.2"
"ENSG00000140931"	"ENSG00000140931.21"	"ENST00000567572"	"ENST00000567572.6"	"NM_181553.4"
"ENSG00000079337"	"ENSG00000079337.17"	"ENST00000449771"	"ENST00000449771.7"	"NM_001098531.4"
"ENSG00000163399"	"ENSG00000163399.17"	"ENST00000295598"	"ENST00000295598.10"	"NM_000701.8"
"ENSG00000173898"	"ENSG00000173898.17"	"ENST00000533211"	"ENST00000533211.6"	"NM_006946.4"
"ENSG00000129910"	"ENSG00000129910.9"	"ENST00000289746"	"ENST00000289746.3"	"NM_004933.3"
"ENSG00000135709"	"ENSG00000135709.15"	"ENST00000683363"	"ENST00000683363.1"	"NM_001388359.1"
"ENSG00000143815"	"ENSG00000143815.16"	"ENST00000272163"	"ENST00000272163.9"	"NM_002296.4"
"ENSG00000144591"	"ENSG00000144591.21"	"ENST00000313597"	"ENST00000313597.10"	"NM_013335.4"
"ENSG00000135409"	"ENSG00000135409.12"	"ENST00000257863"	"ENST00000257863.9"	"NM_020547.3"
"ENSG00000198746"	"ENSG00000198746.14"	"ENST00000361720"	"ENST00000361720.10"	"NM_022078.3"
"ENSG00000225697"	"ENSG00000225697.14"	"ENST00000395550"	"ENST00000395550.7"	"NM_022911.3"
"ENSG00000204991"	"ENSG00000204991.12"	"ENST00000378247"	"ENST00000378247.8"	"NM_032451.2"
"ENSG00000188554"	"ENSG00000188554.16"	"ENST00000590996"	"ENST00000590996.6"	"NM_005899.5"
"ENSG00000094963"	"ENSG00000094963.15"	"ENST00000209929"	"ENST00000209929.10"	"NM_001460.5"
"ENSG00000135622"	"ENSG00000135622.15"	"ENST00000357877"	"ENST00000357877.7"	"NM_004263.5"
"ENSG00000064309"	"ENSG00000064309.17"	"ENST00000531738"	"ENST00000531738.6"	"NM_001378964.1"
"ENSG00000102910"	"ENSG00000102910.15"	"ENST00000285737"	"ENST00000285737.9"	"NM_031490.5"
"ENSG00000115183"	"ENSG00000115183.16"	"ENST00000263635"	"ENST00000263635.8"	"NM_033394.3"
"ENSG00000108389"	"ENSG00000108389.11"	"ENST00000682306"	"ENST00000682306.1"	"NM_001378067.1"
"ENSG00000174007"	"ENSG00000174007.10"	"ENST00000409690"	"ENST00000409690.5"	"NM_032898.5"
"ENSG00000109920"	"ENSG00000109920.14"	"ENST00000263773"	"ENST00000263773.10"	"NM_015308.5"
"ENSG00000130935"	"ENSG00000130935.11"	"ENST00000253247"	"ENST00000253247.9"	"NM_015462.5"
"ENSG00000169006"	"ENSG00000169006.8"	"ENST00000306928"	"ENST00000306928.6"	"NM_012344.4"
"ENSG00000089053"	"ENSG00000089053.14"	"ENST00000261819"	"ENST00000261819.8"	"NM_016237.5"
"ENSG00000196290"	"ENSG00000196290.18"	"ENST00000409020"	"ENST00000409020.6"	"NM_001369441.2"
"ENSG00000075651"	"ENSG00000075651.18"	"ENST00000351298"	"ENST00000351298.9"	"NM_002662.5"
"ENSG00000187838"	"ENSG00000187838.18"	"ENST00000619711"	"ENST00000619711.5"	"NM_020360.4"
"ENSG00000128573"	"ENSG00000128573.29"	"ENST00000350908"	"ENST00000350908.9"	"NM_014491.4"
"ENSG00000139329"	"ENSG00000139329.6"	"ENST00000266718"	"ENST00000266718.5"	"NM_002345.4"
"ENSG00000177106"	"ENSG00000177106.18"	"ENST00000318562"	"ENST00000318562.13"	"NM_022772.4"
"ENSG00000144645"	"ENSG00000144645.17"	"ENST00000396556"	"ENST00000396556.7"	"NM_017784.5"
"ENSG00000258227"	"ENSG00000258227.8"	"ENST00000546910"	"ENST00000546910.6"	"NM_013252.3"
"ENSG00000167972"	"ENSG00000167972.15"	"ENST00000301732"	"ENST00000301732.10"	"NM_001089.3"
"ENSG00000172209"	"ENSG00000172209.7"	"ENST00000304402"	"ENST00000304402.6"	"NM_005295.3"
"ENSG00000185739"	"ENSG00000185739.14"	"ENST00000399609"	"ENST00000399609.7"	"NM_001098814.2"
"ENSG00000016391"	"ENSG00000016391.12"	"ENST00000315251"	"ENST00000315251.11"	"NM_018397.5"
"ENSG00000127616"	"ENSG00000127616.23"	"ENST00000344626"	"ENST00000344626.10"	"NM_003072.5"
"ENSG00000078902"	"ENSG00000078902.17"	"ENST00000317204"	"ENST00000317204.11"	"NM_019009.4"
"ENSG00000051523"	"ENSG00000051523.13"	"ENST00000261623"	"ENST00000261623.8"	"NM_000101.4"
"ENSG00000241685"	"ENSG00000241685.11"	"ENST00000262942"	"ENST00000262942.10"	"NM_006409.4"
"ENSG00000173585"	"ENSG00000173585.19"	"ENST00000357632"	"ENST00000357632.7"	"NM_031200.3"
"ENSG00000089693"	"ENSG00000089693.12"	"ENST00000203630"	"ENST00000203630.10"	"NM_001382226.1"
"ENSG00000176842"	"ENSG00000176842.17"	"ENST00000394636"	"ENST00000394636.9"	"NM_005853.6"
"ENSG00000122547"	"ENSG00000122547.13"	"ENST00000242108"	"ENST00000242108.9"	"NM_030636.3"
"ENSG00000285437"	"ENSG00000285437.3"	"ENST00000621093"	"ENST00000621093.5"	"NM_001097615.3"
"ENSG00000106483"	"ENSG00000106483.13"	"ENST00000436072"	"ENST00000436072.7"	"NM_003014.4"
"ENSG00000136699"	"ENSG00000136699.21"	"ENST00000680298"	"ENST00000680298.1"	"NM_017951.5"
"ENSG00000188487"	"ENSG00000188487.13"	"ENST00000379556"	"ENST00000379556.8"	"NM_001042536.3"
"ENSG00000173801"	"ENSG00000173801.18"	"ENST00000393931"	"ENST00000393931.8"	"NM_002230.4"
"ENSG00000177363"	"ENSG00000177363.6"	"ENST00000317449"	"ENST00000317449.5"	"NM_203422.4"
"ENSG00000176472"	"ENSG00000176472.12"	"ENST00000314228"	"ENST00000314228.10"	"NM_174945.3"
"ENSG00000177646"	"ENSG00000177646.21"	"ENST00000308982"	"ENST00000308982.12"	"NM_014049.5"
"ENSG00000180773"	"ENSG00000180773.16"	"ENST00000326402"	"ENST00000326402.9"	"NM_152313.4"
"ENSG00000007202"	"ENSG00000007202.17"	"ENST00000528896"	"ENST00000528896.7"	"NM_014680.5"
"ENSG00000146731"	"ENSG00000146731.12"	"ENST00000275603"	"ENST00000275603.9"	"NM_001762.4"
"ENSG00000167578"	"ENSG00000167578.19"	"ENST00000357052"	"ENST00000357052.8"	"NM_016154.5"
"ENSG00000075856"	"ENSG00000075856.13"	"ENST00000546815"	"ENST00000546815.6"	"NM_014706.4"
"ENSG00000138459"	"ENSG00000138459.10"	"ENST00000492406"	"ENST00000492406.6"	"NM_017945.5"
"ENSG00000110077"	"ENSG00000110077.17"	"ENST00000528851"	"ENST00000528851.6"	"NM_022349.4"
"ENSG00000206262"	"ENSG00000206262.10"	"ENST00000383165"	"ENST00000383165.4"	"NM_001040061.3"
"ENSG00000087494"	"ENSG00000087494.17"	"ENST00000545234"	"ENST00000545234.6"	"NM_198965.2"
"ENSG00000168959"	"ENSG00000168959.16"	"ENST00000305447"	"ENST00000305447.5"	"NM_001143831.3"
"ENSG00000136048"	"ENSG00000136048.15"	"ENST00000258534"	"ENST00000258534.13"	"NM_018370.3"
"ENSG00000157193"	"ENSG00000157193.19"	"ENST00000306052"	"ENST00000306052.12"	"NM_004631.5"
"ENSG00000105808"	"ENSG00000105808.20"	"ENST00000262940"	"ENST00000262940.12"	"NM_006989.6"
"ENSG00000139726"	"ENSG00000139726.12"	"ENST00000280557"	"ENST00000280557.11"	"NM_003677.5"
"ENSG00000065970"	"ENSG00000065970.10"	"ENST00000162391"	"ENST00000162391.8"	"NM_018416.3"
"ENSG00000133895"	"ENSG00000133895.20"	"ENST00000450708"	"ENST00000450708.7"	"NM_001370259.2"
"ENSG00000105552"	"ENSG00000105552.16"	"ENST00000316273"	"ENST00000316273.11"	"NM_001190.4"
"ENSG00000198874"	"ENSG00000198874.15"	"ENST00000359626"	"ENST00000359626.10"	"NM_018264.4"
"ENSG00000076321"	"ENSG00000076321.12"	"ENST00000209884"	"ENST00000209884.5"	"NM_014458.4"
"ENSG00000198270"	"ENSG00000198270.15"	"ENST00000552374"	"ENST00000552374.7"	"NM_001193531.2"
"ENSG00000196967"	"ENSG00000196967.12"	"ENST00000292841"	"ENST00000292841.10"	"NM_001288800.2"
"ENSG00000216490"	"ENSG00000216490.5"	"ENST00000407280"	"ENST00000407280.4"	"NM_006332.5"
"ENSG00000164062"	"ENSG00000164062.14"	"ENST00000296456"	"ENST00000296456.10"	"NM_001640.4"
"ENSG00000167562"	"ENSG00000167562.15"	"ENST00000391785"	"ENST00000391785.8"	"NM_018260.3"
"ENSG00000117984"	"ENSG00000117984.16"	"ENST00000236671"	"ENST00000236671.7"	"NM_001909.5"
"ENSG00000104976"	"ENSG00000104976.14"	"ENST00000221573"	"ENST00000221573.11"	"NM_003083.4"
"ENSG00000059758"	"ENSG00000059758.9"	"ENST00000261211"	"ENST00000261211.8"	"NM_002595.5"
"ENSG00000083799"	"ENSG00000083799.19"	"ENST00000427738"	"ENST00000427738.8"	"NM_001378743.1"
"ENSG00000185238"	"ENSG00000185238.14"	"ENST00000331079"	"ENST00000331079.11"	"NM_005788.4"
"ENSG00000177728"	"ENSG00000177728.18"	"ENST00000314256"	"ENST00000314256.12"	"NM_014738.6"
"ENSG00000115648"	"ENSG00000115648.15"	"ENST00000264605"	"ENST00000264605.8"	"NM_024101.7"
"ENSG00000125703"	"ENSG00000125703.16"	"ENST00000317868"	"ENST00000317868.9"	"NM_032852.4"
"ENSG00000085563"	"ENSG00000085563.16"	"ENST00000622132"	"ENST00000622132.5"	"NM_001348946.2"
"ENSG00000144857"	"ENSG00000144857.16"	"ENST00000682979"	"ENST00000682979.1"	"NM_001378074.1"
"ENSG00000196352"	"ENSG00000196352.19"	"ENST00000367064"	"ENST00000367064.9"	"NM_000574.5"
"ENSG00000099797"	"ENSG00000099797.16"	"ENST00000215567"	"ENST00000215567.10"	"NM_138501.6"
"ENSG00000135148"	"ENSG00000135148.13"	"ENST00000412615"	"ENST00000412615.7"	"NM_006700.3"
"ENSG00000149418"	"ENSG00000149418.12"	"ENST00000278742"	"ENST00000278742.6"	"NM_021978.4"
"ENSG00000150556"	"ENSG00000150556.18"	"ENST00000409642"	"ENST00000409642.8"	"NM_177964.5"
"ENSG00000139370"	"ENSG00000139370.13"	"ENST00000266771"	"ENST00000266771.10"	"NM_145648.4"
"ENSG00000132109"	"ENSG00000132109.11"	"ENST00000254436"	"ENST00000254436.8"	"NM_003141.4"
"ENSG00000105784"	"ENSG00000105784.17"	"ENST00000394654"	"ENST00000394654.4"	"NM_001134405.2"
"ENSG00000180370"	"ENSG00000180370.11"	"ENST00000327134"	"ENST00000327134.7"	"NM_002577.4"
"ENSG00000144401"	"ENSG00000144401.15"	"ENST00000411432"	"ENST00000411432.6"	"NM_001127395.5"
"ENSG00000011451"	"ENSG00000011451.22"	"ENST00000673675"	"ENST00000673675.1"	"NM_001371589.1"
"ENSG00000160058"	"ENSG00000160058.20"	"ENST00000455895"	"ENST00000455895.7"	"NM_018045.8"
"ENSG00000149781"	"ENSG00000149781.15"	"ENST00000345728"	"ENST00000345728.10"	"NM_031471.6"
"ENSG00000115604"	"ENSG00000115604.13"	"ENST00000233957"	"ENST00000233957.7"	"NM_003855.5"
"ENSG00000074416"	"ENSG00000074416.17"	"ENST00000265052"	"ENST00000265052.10"	"NM_007283.7"
"ENSG00000109065"	"ENSG00000109065.13"	"ENST00000357814"	"ENST00000357814.8"	"NM_015654.5"
"ENSG00000114405"	"ENSG00000114405.12"	"ENST00000462069"	"ENST00000462069.6"	"NM_001291941.3"
"ENSG00000168509"	"ENSG00000168509.21"	"ENST00000336751"	"ENST00000336751.11"	"NM_213653.4"
"ENSG00000132881"	"ENSG00000132881.13"	"ENST00000375599"	"ENST00000375599.8"	"NM_030907.4"
"ENSG00000170989"	"ENSG00000170989.11"	"ENST00000305352"	"ENST00000305352.7"	"NM_001400.5"
"ENSG00000136718"	"ENSG00000136718.11"	"ENST00000259239"	"ENST00000259239.8"	"NM_033416.3"
"ENSG00000111452"	"ENSG00000111452.14"	"ENST00000261654"	"ENST00000261654.10"	"NM_198827.5"
"ENSG00000103226"	"ENSG00000103226.20"	"ENST00000399336"	"ENST00000399336.9"	"NM_001004067.4"
"ENSG00000130733"	"ENSG00000130733.12"	"ENST00000586748"	"ENST00000586748.6"	"NM_001321439.2"
"ENSG00000153898"	"ENSG00000153898.14"	"ENST00000370608"	"ENST00000370608.8"	"NM_153259.4"
"ENSG00000106078"	"ENSG00000106078.20"	"ENST00000265136"	"ENST00000265136.12"	"NM_015198.5"
"ENSG00000115226"	"ENSG00000115226.11"	"ENST00000264703"	"ENST00000264703.4"	"NM_022823.3"
"ENSG00000007216"	"ENSG00000007216.17"	"ENST00000314669"	"ENST00000314669.10"	"NM_003984.4"
"ENSG00000158828"	"ENSG00000158828.9"	"ENST00000321556"	"ENST00000321556.5"	"NM_032409.3"
"ENSG00000162959"	"ENSG00000162959.15"	"ENST00000404530"	"ENST00000404530.6"	"NM_001301833.4"
"ENSG00000176749"	"ENSG00000176749.10"	"ENST00000313401"	"ENST00000313401.4"	"NM_003885.3"
"ENSG00000256294"	"ENSG00000256294.9"	"ENST00000262894"	"ENST00000262894.11"	"NM_013362.4"
"ENSG00000139624"	"ENSG00000139624.15"	"ENST00000317551"	"ENST00000317551.12"	"NM_147190.5"
"ENSG00000163157"	"ENSG00000163157.16"	"ENST00000295314"	"ENST00000295314.9"	"NM_013353.3"
"ENSG00000137474"	"ENSG00000137474.24"	"ENST00000409709"	"ENST00000409709.9"	"NM_000260.4"
"ENSG00000073008"	"ENSG00000073008.17"	"ENST00000425690"	"ENST00000425690.8"	"NM_006505.5"
"ENSG00000130813"	"ENSG00000130813.19"	"ENST00000253110"	"ENST00000253110.16"	"NM_018381.4"
"ENSG00000128596"	"ENSG00000128596.18"	"ENST00000297788"	"ENST00000297788.9"	"NM_022742.5"
"ENSG00000163848"	"ENSG00000163848.22"	"ENST00000360647"	"ENST00000360647.9"	"NM_021964.3"
"ENSG00000119041"	"ENSG00000119041.12"	"ENST00000263956"	"ENST00000263956.8"	"NM_012086.5"
"ENSG00000263002"	"ENSG00000263002.9"	"ENST00000426739"	"ENST00000426739.7"	"NM_006630.3"
"ENSG00000139410"	"ENSG00000139410.16"	"ENST00000403593"	"ENST00000403593.9"	"NM_001304993.2"
"ENSG00000105088"	"ENSG00000105088.10"	"ENST00000264833"	"ENST00000264833.9"	"NM_058164.4"
"ENSG00000126870"	"ENSG00000126870.17"	"ENST00000407559"	"ENST00000407559.8"	"NM_018051.5"
